Categorical,20117,Alcohol drinker status,3.715929898017745e-12,0.6684304449281748
Categorical,1558,Alcohol intake frequency.,2.2317125596168084e-50,1.2965933949408275
Categorical,1628,Alcohol intake versus 10 years previously,5.730442237927559e-58,1.9538745615144684
Categorical,1369,Beef intake,0.0001286564028269627,1.1288786171694183
Integer,1438,Bread intake,5.902992756121493e-21,1.0304269602965386
Categorical,1448,Bread type,0.0005786673113698632,0.9057803940430301
Categorical,1408,Cheese intake,9.267739811397888e-08,0.8757173533263748
Integer,1289,Cooked vegetable intake,0.010042202674965436,1.039446820628676
Integer,1319,Dried fruit intake,0.012690870759114153,0.9543413712253127
Integer,1309,Fresh fruit intake,1.0325326974442915e-07,1.096633216333602
Categorical,1518,Hot drink temperature,8.399459075623941e-07,1.2583993691369175
Categorical,1379,Lamb/mutton intake,1.181969700430052e-05,1.1726378475530825
Categorical,1538,Major dietary changes in the last 5 years,3.821986050202583e-34,1.5010605900626248
Categorical,6144,"Never eat eggs, dairy, wheat, sugar",2.827525778283738e-60,0.45034381549000907
Categorical,1389,Pork intake,1.0973095700688719e-11,1.2757379873921724
Categorical,1349,Processed meat intake,1.740108099585878e-18,1.2496169559005803
Integer,1299,Salad / raw vegetable intake,0.001349470785843352,0.9579291562741795
Categorical,1428,Spread type,1.3744689641245079e-05,1.1082544618268995
Categorical,1548,Variation in diet,3.953513983360243e-08,1.2769827077218092
Integer,1528,Water intake,0.03858731503212567,1.0255532479438452
Categorical,2237,Plays computer games,6.959004726158451e-10,1.3710963616721439
Categorical,943,Frequency of stair climbing in last 4 weeks,1.734937004143359e-25,0.8012513630487079
Integer,884,Number of days/week of moderate physical activity 10+ minutes,2.2168909572113207e-05,0.9516426347418637
Integer,904,Number of days/week of vigorous physical activity 10+ minutes,3.105834287785561e-17,0.8857874128588743
Integer,864,Number of days/week walked 10+ minutes,9.16058253062013e-05,0.9481483177856543
Integer,1070,Time spent watching television (TV),6.0042497487157594e-61,1.3375333530872786
Categorical,6164,Types of physical activity in last 4 weeks,0.043089094038917405,0.9639273414462893
Categorical,6162,Types of transport used (excluding work),0.002377021951991969,0.9182666339166957
Categorical,924,Usual walking pace,3.986614794820776e-124,0.3265654859152497
Categorical,2129,Answered sexual history questions,1.811134920323817e-10,1.7344546570907597
Categorical,1220,Daytime dozing / sleeping (narcolepsy),1.0726032240867907e-36,1.9159938909610748
Categorical,1190,Nap during day,6.181384637055071e-59,2.0323645417005483
Integer,1160,Sleep duration,0.009564755904796642,1.0559142070322207
Categorical,1200,Sleeplessness / insomnia,1.4321820428301941e-07,1.2117528827544304
Categorical,1210,Snoring,0.002023433997155089,0.8446150625912122
Categorical,20160,Ever smoked,2.857421610575689e-06,1.2892444840335655
Categorical,1249,Past tobacco smoking,1.9139483595272334e-14,0.8543288349826065
Categorical,20116,Smoking status,9.749113455242742e-08,1.2394598674087776
Categorical,2110,Able to confide,4.631449650293789e-12,0.9091056819640304
Categorical,1727,Ease of skin tanning,0.01591173089789478,1.065312031726098
Categorical,1757,Facial ageing,0.04451307067355955,1.065188757814515
Integer,2277,Frequency of solarium/sunlamp use,8.452497881326902e-05,0.943996519665252
Categorical,1747,"Hair colour (natural, before greying)",2.7127398984729803e-08,1.145717463355965
Categorical,1717,Skin colour,0.0019372853154181072,1.1034712672576692
